method,dataset,target_attribute,total_time,init_time,model_time,update_time,leakage,baseline_leakage_empty_mask,utility,blocked,total_paths,paths_blocked,num_paths,mask_size,memory_overhead_bytes,num_instantiated_cells,num_cells_updated,epsilon,lambda,lam,rho,tau,leakage_method,num_channel_edges,num_rdrs,greedy_time,inference_zone_size,denom_I_minus_1
delgum,hospital,ProviderNumber,0.003034830093383789,0.00013184547424316406,0.001194000244140625,0.001708984375,0.6623992294064142,,-0.3311996147032071,0,4,0,4,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0011451244354248047,12,11
delgum,hospital,ProviderNumber,0.002949953079223633,0.0001220703125,0.0011639595031738281,0.0016639232635498047,0.6623992294064142,,-0.3311996147032071,0,4,0,4,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0011157989501953125,12,11
delgum,hospital,ProviderNumber,0.015288591384887695,0.00011968612670898438,0.01235198974609375,0.002816915512084961,0.6623992294064142,,-0.49786628136987376,0,4,0,4,4,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.012134075164794922,12,11
delgum,adult,education,0.042910099029541016,0.0006260871887207031,0.039865970611572266,0.002418041229248047,0.04550041267653582,,-0.23108353967160125,154,78,154,78,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.039025068283081055,12,11
delgum,adult,education,0.009095907211303711,0.0001819133758544922,0.0066759586334228516,0.002238035202026367,0.4837492874056374,,-0.325207977036152,2,7,2,7,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.006566286087036133,12,11
delgum,adult,education,0.04130411148071289,0.00017499923706054688,0.039222002029418945,0.0019071102142333984,0.14635976718535626,,-0.32317988359267813,324,163,324,163,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03779196739196777,12,11
delgum,adult,education,0.003671884536743164,0.00018596649169921875,0.0018088817596435547,0.0016770362854003906,0.4912255474440431,,-0.24561277372202156,0,7,0,7,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0017390251159667969,12,11
delgum,adult,education,0.030220985412597656,0.0001780986785888672,0.027608871459960938,0.0024340152740478516,0.3577209393747769,,-0.3871938030207218,72,38,72,38,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.027106046676635742,12,11
delgum,adult,education,0.02825927734375,0.00018310546875,0.02576589584350586,0.0023102760314941406,0.2934091364671183,,-0.39670456823355915,64,37,64,37,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.02495098114013672,12,11
delgum,adult,education,0.009804964065551758,0.00018095970153808594,0.007359027862548828,0.0022649765014648438,0.3767797092002483,,-0.27172318793345746,10,9,10,9,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.007228851318359375,12,11
delgum,adult,education,0.014937877655029297,0.00018525123596191406,0.012343645095825195,0.0024089813232421875,0.13387122077512725,,-0.19193561038756363,26,16,26,16,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.012146949768066406,12,11
delgum,adult,education,0.04427814483642578,0.00017523765563964844,0.041593074798583984,0.0025098323822021484,0.0798889531664373,,-0.28994447658321865,162,84,162,84,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.04003095626831055,12,11
delgum,adult,education,0.006734132766723633,0.0001800060272216797,0.004197120666503906,0.002357006072998047,0.27762535629342877,,-0.18047934481338104,2,7,2,7,1,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0041010379791259766,12,11
delgum,adult,education,0.003528118133544922,0.0001780986785888672,0.0017998218536376953,0.0015501976013183594,0.4912255474440431,,-0.24561277372202156,0,7,0,7,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0017309188842773438,12,11
delgum,adult,education,0.02920389175415039,0.00017118453979492188,0.026552915573120117,0.0024797916412353516,0.20177503391057017,,-0.3508875169552851,92,50,92,50,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.02580404281616211,12,11
delgum,adult,education,0.04565715789794922,0.0001761913299560547,0.042352914810180664,0.0031280517578125,0.15436987863835894,,-0.32718493931917947,266,135,266,135,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.040538787841796875,12,11
delgum,adult,education,0.0039081573486328125,0.00020194053649902344,0.0018801689147949219,0.0018260478973388672,0.4912255474440431,,-0.24561277372202156,0,7,0,7,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0018072128295898438,12,11
delgum,adult,education,0.03221273422241211,0.00021195411682128906,0.028483867645263672,0.0035169124603271484,0.13148810033583236,,-0.3157440501679162,72,40,72,40,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.027725934982299805,12,11
delgum,adult,education,0.04465889930725098,0.00021409988403320312,0.04095101356506348,0.003493785858154297,0.33408446427226945,,-0.4170422321361347,154,78,154,78,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.040051937103271484,12,11
delgum,adult,education,0.04659676551818848,0.00020599365234375,0.04278898239135742,0.0036017894744873047,0.18805032408259648,,-0.34402516204129824,256,130,256,130,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.04118990898132324,12,11
delgum,adult,education,0.019328832626342773,0.0001888275146484375,0.016329050064086914,0.002810955047607422,0.3544419516777889,,-0.34388764250556114,22,14,22,14,4,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.016093015670776367,12,11
delgum,adult,education,0.047872304916381836,0.00018310546875,0.04332113265991211,0.0043680667877197266,0.13506474311832672,,-0.31753237155916336,324,163,324,163,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.04151511192321777,12,11
delgum,adult,education,0.02567887306213379,0.0001919269561767578,0.022266149520874023,0.003220796585083008,0.16074877922201303,,-0.24704105627767317,78,41,78,41,4,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.02184295654296875,12,11
delgum,adult,education,0.04683995246887207,0.00017714500427246094,0.0428318977355957,0.0038309097290039062,0.0685673660349021,,-0.28428368301745105,136,70,136,70,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.04206705093383789,12,11
delgum,adult,education,0.010950803756713867,0.000209808349609375,0.0075991153717041016,0.0031418800354003906,0.29836942617037865,,-0.23251804641852264,8,9,8,9,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.007457256317138672,12,11
delgum,adult,education,0.037139892578125,0.00018405914306640625,0.03400897979736328,0.0029468536376953125,0.17900576817338398,,-0.339502884086692,244,124,244,124,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03271889686584473,12,11
delgum,adult,education,0.01076197624206543,0.0001957416534423828,0.007986307144165039,0.002579927444458008,0.3894432892312878,,-0.2780549779489772,12,10,12,10,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.007837057113647461,12,11
delgum,adult,education,0.04063105583190918,0.00018310546875,0.0367128849029541,0.003735065460205078,0.15691527588650023,,-0.2867909712765835,148,76,148,76,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03590202331542969,12,11
delgum,adult,education,0.04286623001098633,0.00017714500427246094,0.03853011131286621,0.004158973693847656,0.06193659614063263,,-0.2809682980703163,188,96,188,96,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03695487976074219,12,11
delgum,adult,education,0.028116703033447266,0.00017571449279785156,0.023571014404296875,0.004369974136352539,0.1313883520981619,,-0.31569417604908095,52,30,52,30,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.02311396598815918,12,11
delgum,adult,education,0.04311800003051758,0.00016999244689941406,0.040010929107666016,0.0029370784759521484,0.10010408773497992,,-0.30005204386748996,170,88,170,88,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.038725852966308594,12,11
delgum,adult,education,0.03922605514526367,0.00017309188842773438,0.035884857177734375,0.0031681060791015625,0.31626483516233506,,-0.36646575091450084,88,45,88,45,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03536105155944824,12,11
delgum,adult,education,0.04255986213684082,0.00017404556274414062,0.038697004318237305,0.003688812255859375,0.33232191175747305,,-0.4161609558787365,148,75,148,75,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03772592544555664,12,11
delgum,adult,education,0.039241790771484375,0.00017905235290527344,0.0344998836517334,0.004562854766845703,0.15519485591129079,,-0.3275974279556454,184,94,184,94,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03345489501953125,12,11
delgum,adult,education,0.009737014770507812,0.00018405914306640625,0.00707697868347168,0.0024759769439697266,0.48375369018768477,,-0.3252101784271757,4,8,4,8,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.006952047348022461,12,11
delgum,adult,education,0.041138410568237305,0.00017905235290527344,0.03562211990356445,0.005337238311767578,0.32932869727967473,,-0.41466434863983737,276,140,276,140,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03399324417114258,12,11
delgum,adult,education,0.03717327117919922,0.00017523765563964844,0.033560991287231445,0.003437042236328125,0.11789546165603759,,-0.2672810641613521,102,54,102,54,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03283405303955078,12,11
delgum,adult,education,0.038196563720703125,0.00017690658569335938,0.03389477729797363,0.004124879837036133,0.07521991079295975,,-0.2876099553964799,206,105,206,105,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03259587287902832,12,11
delgum,adult,education,0.011000394821166992,0.0001761913299560547,0.007807016372680664,0.0030171871185302734,0.35507134800159523,,-0.26086900733413093,14,10,14,10,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.007662773132324219,12,11
delgum,adult,education,0.035273075103759766,0.00017380714416503906,0.03072214126586914,0.004377126693725586,0.3565887163298459,,-0.42829435816492295,142,74,142,74,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.02916717529296875,12,11
delgum,adult,education,0.012427330017089844,0.00018310546875,0.009788274765014648,0.0024559497833251953,0.3978207917082691,,-0.32391039585413456,4,7,4,7,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.009649276733398438,12,11
delgum,adult,education,0.0035867691040039062,0.00018787384033203125,0.001809835433959961,0.001589059829711914,0.4912255474440431,,-0.24561277372202156,0,7,0,7,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0017409324645996094,12,11
delgum,adult,education,0.04256486892700195,0.00018167495727539062,0.039225101470947266,0.003158092498779297,0.23690490454884405,,-0.3267857856077554,90,49,90,49,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03839612007141113,12,11
delgum,adult,education,0.04280972480773926,0.00018668174743652344,0.03857111930847168,0.004051923751831055,0.027267546815846977,,-0.2636337734079235,364,182,364,182,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0367741584777832,12,11
delgum,adult,education,0.033545494079589844,0.0001761913299560547,0.030072689056396484,0.0032966136932373047,0.14444407538278203,,-0.322222037691391,294,148,294,148,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.02874279022216797,12,11
delgum,adult,education,0.04421877861022949,0.00017571449279785156,0.039443254470825195,0.004599809646606445,0.020651184508662435,,-0.2603255922543312,320,160,320,160,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03793001174926758,12,11
delgum,adult,education,0.03849911689758301,0.00017595291137695312,0.034005165100097656,0.0043179988861083984,0.10257172615887833,,-0.30128586307943916,244,123,244,123,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.032790184020996094,12,11
delgum,adult,education,0.015033721923828125,0.00018310546875,0.012228727340698242,0.002621889114379883,0.19116595671007264,,-0.22058297835503632,26,16,26,16,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.012024879455566406,12,11
delgum,adult,education,0.02639484405517578,0.00017905235290527344,0.023611783981323242,0.0026040077209472656,0.41446371162532225,,-0.37389852247932776,64,35,64,35,4,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.023180007934570312,12,11
delgum,adult,education,0.041274309158325195,0.0001800060272216797,0.03678011894226074,0.0043141841888427734,0.3520099520262159,,-0.3843383093464413,80,43,80,43,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.03609800338745117,12,11
delgum,adult,education,0.03665280342102051,0.00017499923706054688,0.03382587432861328,0.0026519298553466797,0.1286583448473969,,-0.31432917242369846,146,76,146,76,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.032647132873535156,12,11
delgum,adult,education,0.054018259048461914,0.00019097328186035156,0.04997611045837402,0.003851175308227539,0.32918171248089745,,-0.4145908562404487,324,163,324,163,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.04803204536437988,12,11
delgum,adult,education,0.03314971923828125,0.00018668174743652344,0.030063152313232422,0.0028998851776123047,0.2660999788578159,,-0.38304998942890794,152,80,152,80,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0286562442779541,12,11
delgum,tax,marital_status,0.007354259490966797,0.0028710365295410156,0.002164125442504883,0.0023190975189208984,0.9999999999999998,,-0.4999999999999999,0,26,0,26,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0020210742950439453,7,6
delgum,tax,marital_status,0.007838964462280273,0.00023031234741210938,0.0045697689056396484,0.0030388832092285156,0.9999999999078708,,-0.6428571428110783,46,26,46,26,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004415035247802734,7,6
delgum,tax,marital_status,0.009783744812011719,0.0003070831298828125,0.006779909133911133,0.0026967525482177734,0.0,,-0.35714285714285715,0,-1,0,-1,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.006660938262939453,7,6
delgum,tax,marital_status,0.009176015853881836,0.00023674964904785156,0.006183147430419922,0.0027561187744140625,0.0,,-0.42857142857142855,0,-1,0,-1,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.006083011627197266,7,6
delgum,tax,marital_status,0.0072290897369384766,0.00011324882507324219,0.005136728286743164,0.0019791126251220703,0.0,,-0.42857142857142855,0,-1,0,-1,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.005058765411376953,7,6
delgum,tax,marital_status,0.006525993347167969,0.00010585784912109375,0.004300117492675781,0.0021200180053710938,0.915413623918396,,-0.7434210976734836,6,3,6,3,4,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004195690155029297,7,6
delgum,tax,marital_status,0.006680011749267578,0.00021910667419433594,0.0042498111724853516,0.0022110939025878906,0.0,,-0.21428571428571427,0,-1,0,-1,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004152774810791016,7,6
delgum,tax,marital_status,0.0077211856842041016,0.00021600723266601562,0.0050318241119384766,0.0024733543395996094,0.0,,-0.42857142857142855,0,-1,0,-1,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004934787750244141,7,6
delgum,tax,marital_status,0.008759260177612305,0.00021791458129882812,0.00604701042175293,0.002494335174560547,0.0,,-0.35714285714285715,0,-1,0,-1,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.005956172943115234,7,6
delgum,tax,marital_status,0.005067110061645508,0.00011110305786132812,0.0027022361755371094,0.0022537708282470703,0.9999999999999998,,-0.6428571428571428,0,26,0,26,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0026159286499023438,7,6
delgum,tax,marital_status,0.004224061965942383,0.0002799034118652344,0.0018188953399658203,0.002125263214111328,0.9999999999999998,,-0.4999999999999999,0,26,0,26,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0016999244689941406,7,6
delgum,tax,marital_status,0.008372783660888672,0.00029277801513671875,0.00541996955871582,0.002660036087036133,0.0,,-0.42857142857142855,0,-1,0,-1,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.005342006683349609,7,6
delgum,tax,marital_status,0.007654666900634766,0.00011587142944335938,0.005136966705322266,0.0024018287658691406,0.0,,-0.42857142857142855,0,-1,0,-1,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.005053997039794922,7,6
delgum,tax,marital_status,0.004408121109008789,0.0001609325408935547,0.0017821788787841797,0.0024650096893310547,0.9999999999999998,,-0.5714285714285713,0,26,0,26,1,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0017061233520507812,7,6
delgum,tax,marital_status,0.002749919891357422,0.00010704994201660156,0.0008988380432128906,0.0017440319061279297,0.9999999999999998,,-0.4999999999999999,0,26,0,26,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0008039474487304688,7,6
delgum,tax,marital_status,0.006694316864013672,0.00010704994201660156,0.004260063171386719,0.0023272037506103516,0.0,,-0.2857142857142857,0,-1,0,-1,4,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004186153411865234,7,6
delgum,tax,marital_status,0.006440639495849609,0.00011682510375976562,0.0040128231048583984,0.0023109912872314453,0.9999999999078714,,-0.7142857142396499,46,26,46,26,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0038957595825195312,7,6
delgum,tax,marital_status,0.00590062141418457,0.0001270771026611328,0.0031044483184814453,0.002669095993041992,0.9999999999078714,,-0.7142857142396499,46,26,46,26,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0029990673065185547,7,6
delgum,tax,marital_status,0.007098197937011719,0.00011301040649414062,0.004083156585693359,0.0029020309448242188,0.0,,-0.35714285714285715,0,-1,0,-1,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004008293151855469,7,6
delgum,tax,marital_status,0.006376981735229492,0.00011086463928222656,0.0037071704864501953,0.0025589466094970703,0.915413623918396,,-0.7434210976734836,6,3,6,3,4,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.003620147705078125,7,6
delgum,tax,marital_status,0.006693840026855469,0.00011801719665527344,0.00426483154296875,0.0023109912872314453,0.915413623918396,,-0.8148496691020551,6,3,6,3,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004172086715698242,7,6
delgum,tax,marital_status,0.005736827850341797,0.00010609626770019531,0.003142833709716797,0.0024878978729248047,0.0,,-0.21428571428571427,0,-1,0,-1,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0030651092529296875,7,6
delgum,tax,marital_status,0.0025038719177246094,0.00010704994201660156,0.0007579326629638672,0.0016388893127441406,0.9999999999999998,,-0.4999999999999999,0,26,0,26,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0007030963897705078,7,6
delgum,tax,marital_status,0.008387088775634766,0.0002110004425048828,0.005872011184692383,0.0023040771484375,0.915413623918396,,-0.8862782405306265,6,3,6,3,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.005780220031738281,7,6
delgum,tax,marital_status,0.006723880767822266,0.00011491775512695312,0.004006862640380859,0.002602100372314453,0.0,,-0.35714285714285715,0,-1,0,-1,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.003930091857910156,7,6
delgum,tax,marital_status,0.006981849670410156,0.00011396408081054688,0.0044269561767578125,0.002440929412841797,0.0,,-0.42857142857142855,0,-1,0,-1,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004339933395385742,7,6
delgum,tax,marital_status,0.006752967834472656,0.00010895729064941406,0.0040569305419921875,0.0025870800018310547,0.0,,-0.35714285714285715,0,-1,0,-1,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.003970146179199219,7,6
delgum,tax,marital_status,0.0060329437255859375,0.00011801719665527344,0.0032389163970947266,0.0026760101318359375,0.0,,-0.14285714285714285,0,-1,0,-1,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0031490325927734375,7,6
delgum,tax,marital_status,0.007431745529174805,0.00011372566223144531,0.0045719146728515625,0.002746105194091797,0.0,,-0.42857142857142855,0,-1,0,-1,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0044667720794677734,7,6
delgum,tax,marital_status,0.006165027618408203,0.00010800361633300781,0.0035400390625,0.0025169849395751953,0.9999999999078714,,-0.7142857142396499,46,26,46,26,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0034360885620117188,7,6
delgum,tax,marital_status,0.005524873733520508,0.00011897087097167969,0.002758026123046875,0.002647876739501953,0.9999999999999998,,-0.6428571428571428,0,26,0,26,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0026710033416748047,7,6
delgum,tax,marital_status,0.004092216491699219,0.00011301040649414062,0.0018901824951171875,0.0020890235900878906,0.9999999999999998,,-0.5714285714285713,0,26,0,26,1,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0018029212951660156,7,6
delgum,tax,marital_status,0.0083770751953125,0.0002300739288330078,0.005855083465576172,0.0022919178009033203,0.0,,-0.35714285714285715,0,-1,0,-1,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.005753755569458008,7,6
delgum,tax,marital_status,0.00393223762512207,0.00024390220642089844,0.0017561912536621094,0.0019321441650390625,0.9999999999999998,,-0.4999999999999999,0,26,0,26,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0016407966613769531,7,6
delgum,tax,marital_status,0.003958225250244141,0.00023412704467773438,0.001583099365234375,0.0021409988403320312,0.9999999999999998,,-0.4999999999999999,0,26,0,26,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0014808177947998047,7,6
delgum,tax,marital_status,0.006457090377807617,0.0002079010009765625,0.0032901763916015625,0.002959012985229492,0.9999999999078708,,-0.5714285713825068,46,26,46,26,1,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.003139019012451172,7,6
delgum,tax,marital_status,0.007256269454956055,0.00024509429931640625,0.004534006118774414,0.0024771690368652344,0.9999999999999998,,-0.6428571428571428,0,26,0,26,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004426002502441406,7,6
delgum,tax,marital_status,0.006390810012817383,0.0002560615539550781,0.0033979415893554688,0.002736806869506836,0.9999999999078714,,-0.5714285713825071,46,26,46,26,1,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.003242969512939453,7,6
delgum,tax,marital_status,0.007195711135864258,0.0002338886260986328,0.004324913024902344,0.0026369094848632812,0.915413623918396,,-0.6005639548163408,6,3,6,3,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004206657409667969,7,6
delgum,tax,marital_status,0.00753021240234375,0.0002429485321044922,0.005365133285522461,0.0019221305847167969,0.9999999999078714,,-0.6428571428110785,46,26,46,26,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.00523686408996582,7,6
delgum,tax,marital_status,0.007831096649169922,0.00020623207092285156,0.005017757415771484,0.002607107162475586,0.0,,-0.42857142857142855,0,-1,0,-1,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004919767379760742,7,6
delgum,tax,marital_status,0.008138895034790039,0.0002627372741699219,0.005318164825439453,0.002557992935180664,0.0,,-0.42857142857142855,0,-1,0,-1,6,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.005259990692138672,7,6
delgum,tax,marital_status,0.007219076156616211,0.00010704994201660156,0.003223896026611328,0.0038881301879882812,0.9999999999999998,,-0.7142857142857142,0,26,0,26,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.003139019012451172,7,6
delgum,tax,marital_status,0.0025169849395751953,0.00010418891906738281,0.0009570121765136719,0.0014557838439941406,0.9999999999999998,,-0.4999999999999999,0,26,0,26,0,0,,0,10.0,0.5,0.5,,,noisy_or,,,0.0008687973022460938,7,6
delgum,tax,marital_status,0.007428169250488281,0.00021409988403320312,0.004948854446411133,0.0022652149200439453,0.0,,-0.21428571428571427,0,-1,0,-1,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004849910736083984,7,6
delgum,tax,marital_status,0.005881309509277344,0.00011110305786132812,0.003500223159790039,0.0022699832916259766,0.0,,-0.21428571428571427,0,-1,0,-1,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.003420114517211914,7,6
delgum,tax,marital_status,0.005239963531494141,0.00010275840759277344,0.0027320384979248047,0.0024051666259765625,0.9840250534143401,,-0.6348696695643129,0,3,0,3,2,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.002660036087036133,7,6
delgum,tax,marital_status,0.005236387252807617,9.918212890625e-05,0.003016948699951172,0.0021202564239501953,0.9999999999999998,,-0.7142857142857142,0,26,0,26,3,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.0029668807983398438,7,6
delgum,tax,marital_status,0.007635593414306641,9.775161743164062e-05,0.0048220157623291016,0.0027158260345458984,0.0,,-0.35714285714285715,0,-1,0,-1,5,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.004728078842163086,7,6
delgum,tax,marital_status,0.005841970443725586,9.799003601074219e-05,0.0033919811248779297,0.002351999282836914,0.915413623918396,,-0.7434210976734836,6,3,6,3,4,0,,1,10.0,0.5,0.5,,,noisy_or,,,0.003332853317260742,7,6
