beta,leakage,utility,mask_size
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
7.5,1.0,-0.5,0
beta,leakage,utility,mask_size
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
8.0,1.0,-0.5,0
beta,leakage,utility,mask_size
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
8.5,1.0,-0.5,0
beta,leakage,utility,mask_size
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
9.0,1.0,-0.5,0
beta,leakage,utility,mask_size
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
9.5,1.0,-0.5,0
beta,leakage,utility,mask_size
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
10.0,1.0,-0.5,0
beta,leakage,utility,mask_size
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
10.5,1.0,-0.5,0
beta,leakage,utility,mask_size
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-11.5,1
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
11.0,1.0,-0.5,0
beta,leakage,utility,mask_size
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
11.5,1.0,-0.5,0
beta,leakage,utility,mask_size
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
12.0,1.0,-0.5,0
beta,leakage,utility,mask_size
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
12.5,1.0,-0.5,0
beta,leakage,utility,mask_size
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
13.0,1.0,-0.5,0
beta,leakage,utility,mask_size
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
13.5,1.0,-0.5,0
beta,leakage,utility,mask_size
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
14.0,1.0,-0.5,0
beta,leakage,utility,mask_size
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
14.5,1.0,-0.5,0
